title,text,subject,date
Cyclone Amphan devastates West Bengal and Odisha killing over 80 (Report 146),"Kolkata (PTI) - Super Cyclone Amphan, the most powerful storm to form in the Bay of Bengal in two decades, made landfall between Digha and Hatibania near the Sunderban delta causing widespread devastation across West Bengal and Odisha. Over 80 people were killed and millions were rendered homeless. The storm caused damage estimated at over Rs 1 lakh crore. The Army and NDRF were deployed for rescue and relief operations.",Disaster,"February 09, 2022"
Uttarakhand floods claim over 200 lives in worst monsoon disaster in years (Report 147),"Dehradun (PTI) - Flash floods and landslides triggered by extremely heavy monsoon rainfall killed more than 200 people across Uttarakhand in one of the worst natural disasters to hit the hill state in years. Several villages were swept away and hundreds of people remained missing. The Army, NDRF, and SDRF launched massive rescue operations. The disaster caused widespread damage to roads, bridges, and infrastructure in the mountain state.",Disaster,"February 06, 2015"
"Cyclone Tauktae hits Gujarat coast, kills over 150 across western India (Report 148)","Ahmedabad (PTI) - Extremely severe cyclonic storm Tauktae made landfall near Una in Gujarat's Gir Somnath district with wind speeds of up to 175 kilometres per hour, killing over 150 people across Goa, Maharashtra, Karnataka, and Gujarat. A naval vessel with hundreds of COVID patients aboard sank off the Mumbai coast during the storm. Thousands were evacuated ahead of the landfall in the largest pre-cyclone evacuation in years.",Disaster,"April 18, 2015"
"Chamoli glacier burst triggers massive floods in Uttarakhand, kills over 70 (Report 149)",Dehradun (PTI) - A massive flood swept through the Rishiganga and Dhauliganga river valleys in Uttarakhand's Chamoli district after a glacier burst triggered a wall of water and debris. The flood destroyed a dam under construction on the Rishiganga river and severely damaged the Tapovan-Vishnugad hydroelectric project. More than 70 people were killed and over 100 remained missing. The disaster raised questions about construction in ecologically fragile mountain zones.,Disaster,"January 01, 2022"
"Cyclone Biparjoy makes landfall in Kutch, thousands evacuated (Report 150)","Ahmedabad (PTI) - Extremely severe cyclonic storm Biparjoy made landfall near Jakhau port in Kutch district of Gujarat after more than 100,000 people were evacuated from coastal areas of Gujarat and Rajasthan. The storm caused significant damage to infrastructure and disrupted power supply in several districts. No major loss of life was reported due to the pre-emptive evacuations. The NDRF deployed 34 teams for relief and rescue operations.",Disaster,"May 02, 2023"
"India wins T20 World Cup 2024, defeating South Africa in final (Report 151)",Bridgetown (PTI) - India won the ICC Men's T20 World Cup 2024 for the second time by defeating South Africa by seven runs in the final at Kensington Oval in Barbados. Virat Kohli scored a crucial 76 runs and was named Player of the Match. India remained unbeaten throughout the tournament. The victory came after an eleven-year wait for an ICC title. Captain Rohit Sharma and coach Rahul Dravid were given a heroes' welcome on their return to India.,Sports,"January 12, 2017"
Neeraj Chopra wins gold medal in javelin throw at Tokyo Olympics (Report 152),Tokyo (PTI) - Neeraj Chopra became only the second Indian athlete to win an individual gold medal at the Olympic Games when he threw the javelin a distance of 87.58 metres at the Tokyo Summer Olympics. The 23-year-old from Haryana produced his best throw in the first attempt and held on to clinch India's first ever gold medal in athletics at the Olympics. The victory was celebrated across India. He was subsequently awarded the Major Dhyan Chand Khel Ratna award.,Sports,"June 05, 2018"
India beat Pakistan in World Cup 2023 match by seven wickets (Report 153),"Ahmedabad (PTI) - India defeated Pakistan by seven wickets in the ICC Cricket World Cup 2023 group stage match at the Narendra Modi Stadium in Ahmedabad. Jasprit Bumrah and Kuldeep Yadav wreaked havoc with the ball as Pakistan were bowled out for 191. India chased the target with more than 10 overs to spare. Rohit Sharma scored 86 runs. The match was watched by a record crowd of over 100,000 at the stadium.",Sports,"June 23, 2016"
PV Sindhu becomes first Indian to win two Olympic medals winning silver (Report 154),"Tokyo (PTI) - PV Sindhu became the first Indian to win two Olympic medals when she won a bronze medal at the Tokyo Summer Olympics, adding to the silver she had won at the Rio Olympics in 2016. Sindhu defeated China's He Bingjiao in the bronze medal match of the women's singles badminton event. She had been defeated in the semifinal by the eventual gold medallist. The achievement cemented her status as India's greatest shuttler.",Sports,"August 02, 2019"
India hosts G20 Summit successfully under its presidency (Report 155),"New Delhi (PTI) - India successfully hosted the G20 Leaders' Summit at Bharat Mandapam in New Delhi under its presidency. The summit adopted the New Delhi Declaration by consensus, with all 20 member countries endorsing the document. Prime Minister Modi announced the addition of the African Union as a permanent member of the G20. The summit was attended by leaders including US President Joe Biden, UK Prime Minister Rishi Sunak, and French President Emmanuel Macron.",Politics,"August 12, 2017"
Virat Kohli announces retirement from Test cricket (Report 156),"New Delhi (PTI) - Star Indian cricketer Virat Kohli announced his retirement from Test cricket in a post on social media. Kohli, who is widely regarded as one of the greatest batsmen in the history of the game, scored 9,230 runs in 123 Test matches including 30 centuries. He captained the Indian team to several memorable Test victories including a historic series win in Australia. His retirement marked the end of an era in Indian cricket.",Sports,"December 05, 2018"
Mirabai Chanu wins silver medal in weightlifting at Tokyo Olympics (Report 157),"Tokyo (PTI) - Saikhom Mirabai Chanu won a silver medal in the 49 kg category in weightlifting at the Tokyo Summer Olympics, giving India its first medal of the Games. Chanu lifted a total weight of 202 kg in the clean and jerk and snatch disciplines. The 26-year-old from Manipur had won gold at the 2017 World Weightlifting Championships. Her medal was India's first in Olympic weightlifting since Karnam Malleswari won bronze at the Sydney Olympics in 2000.",Sports,"January 02, 2023"
Supreme Court upholds right to privacy as fundamental right (Report 158),New Delhi (PTI) - A nine-judge constitution bench of the Supreme Court of India unanimously held that the right to privacy is a fundamental right protected under the Indian Constitution. The landmark judgment was delivered in the context of challenges to the Aadhaar biometric identity scheme. Chief Justice J S Khehar and eight other judges wrote separate concurring opinions. The ruling has far-reaching implications for data protection law in India.,Judiciary,"July 05, 2018"
"Supreme Court decriminalises Section 377, legalises same-sex relationships (Report 159)","New Delhi (PTI) - A five-judge constitution bench of the Supreme Court unanimously struck down the part of Section 377 of the Indian Penal Code that criminalised consensual homosexual acts between adults. Chief Justice Dipak Misra, writing the lead judgment, said the colonial-era law was a violation of fundamental rights including the right to equality, dignity, and privacy. The verdict was hailed as historic by LGBTQ activists across the country.",Judiciary,"April 24, 2021"
Supreme Court verdict paves way for Ram temple construction in Ayodhya (Report 160),"New Delhi (PTI) - The Supreme Court in a unanimous verdict by a five-judge constitution bench directed that the disputed 2.77-acre site at Ayodhya be handed over to a trust to build a Ram temple. The court also directed the government to allot an alternative five-acre plot to the Sunni Waqf Board for a mosque. The 1,045-page judgment declared that the demolition of the Babri Masjid in 1992 was illegal and a violation of law.",Judiciary,"January 27, 2016"
"Ram Mandir consecration ceremony held in Ayodhya, PM Modi performs pran pratishtha (Report 161)","Ayodhya (PTI) - Prime Minister Narendra Modi performed the pran pratishtha or consecration ceremony of Ram Lalla at the newly constructed Ram temple in Ayodhya in the presence of thousands of saints, dignitaries, and prominent citizens from across India. The ceremony marked the culmination of a decades-long movement for the construction of a temple at the birthplace of Lord Ram. The event was televised nationally and celebrated across the country.",Social,"March 28, 2025"
Nirbhaya case convicts hanged after seven years of legal battle (Report 162),"New Delhi (PTI) - The four convicts in the December 2012 Delhi gang rape case, commonly known as the Nirbhaya case, were hanged at Tihar Jail at 5:30 am after a prolonged legal battle spanning more than seven years. The convicts — Mukesh Singh, Pawan Gupta, Vinay Sharma, and Akshay Kumar Singh — were convicted of gang-raping a 23-year-old paramedic student on a bus and throwing her off. The hanging came after all legal remedies were exhausted.",Judiciary,"December 08, 2025"
India passes Personal Data Protection Bill in Parliament (Report 163),"New Delhi (PTI) - The Indian Parliament passed the Digital Personal Data Protection Act, providing a legal framework for the collection, processing, and storage of digital personal data of Indian citizens. The law establishes a Data Protection Board and introduces the concept of data principals and data fiduciaries. It was widely seen as India's equivalent of the European Union's General Data Protection Regulation. Civil society groups raised concerns about exemptions granted to the government.",Judiciary,"December 24, 2021"
Farmers protest ends after government agrees to repeal three farm laws (Report 164),"New Delhi (PTI) - Prime Minister Narendra Modi announced the repeal of the three controversial farm laws that had triggered a year-long protest by farmers mainly from Punjab, Haryana, and western Uttar Pradesh at the borders of Delhi. Modi said the government had failed to convince a section of farmers about the benefits of the laws and hence decided to repeal them. Parliament subsequently passed the Farm Laws Repeal Bill. The farmers' unions called off their protests.",Social,"October 15, 2024"
India passes Waqf Amendment Bill amid protests from Muslim groups (Report 165),New Delhi (PTI) - The Indian Parliament passed the Waqf (Amendment) Bill despite protests from Muslim groups and opposition parties who said the bill interfered with the administration of Islamic charitable endowments. The government said the bill was aimed at bringing transparency and accountability to the Waqf Boards. Critics argued that the bill gave excessive powers to government-appointed members in Waqf Boards. The bill was referred to a joint parliamentary committee before being passed.,Social,"November 11, 2016"
Reliance Industries becomes first Indian company to cross Rs 20 lakh crore market cap (Report 166),"Mumbai (PTI) - Reliance Industries Limited became the first Indian company to cross the market capitalisation of Rs 20 lakh crore on the stock exchanges, cementing its position as India's most valuable company by a wide margin. The conglomerate led by Mukesh Ambani has interests spanning petrochemicals, refining, retail, telecom, and digital services. Reliance's Jio Platforms had already attracted massive investments from global technology and private equity funds.",Business,"April 10, 2023"
Tata Motors completes acquisition of Jaguar Land Rover from Ford (Report 167),"Mumbai (PTI) - Tata Motors completed the acquisition of Jaguar Land Rover from Ford Motor Company for 2.3 billion dollars in one of the largest overseas acquisitions by an Indian company at the time. The deal gave Tata Motors ownership of two of Britain's most prestigious automobile brands. The acquisition was initially seen as risky but JLR later became a major profit driver for Tata Motors, contributing significantly to the group's global revenues.",Business,"August 11, 2020"
UPI transactions cross Rs 20 lakh crore in December 2023 (Report 168),"New Delhi (PTI) - Unified Payments Interface transactions crossed the milestone of Rs 20 lakh crore in value during December 2023, according to data released by the National Payments Corporation of India. A total of 12.02 billion UPI transactions were recorded during the month, with a value of Rs 18.23 lakh crore. The Finance Ministry said the achievement reflected the success of India's digital payment infrastructure which has become a model for the world.",Business,"May 04, 2017"
Byju's faces insolvency proceedings as creditors move NCLT (Report 169),"New Delhi (PTI) - The National Company Law Tribunal admitted an insolvency petition against education technology company Byju's filed by the Board of Control for Cricket in India over non-payment of dues. The development marked a dramatic fall from grace for what was once India's most valuable startup. Byju's had faced a series of controversies including delayed financial results, allegations of financial mismanagement, and disputes with lenders over loan covenants.",Business,"October 14, 2015"
India bans 59 Chinese apps including TikTok citing security concerns (Report 170),"New Delhi (PTI) - The Indian government banned 59 mobile applications developed by Chinese companies, including the popular short video platform TikTok, citing concerns about national security and the privacy of Indian users. The Ministry of Electronics and Information Technology said the apps were engaged in activities that were prejudicial to India's sovereignty, integrity, defence, and public order. The ban came amid heightened tensions along the China-India border in Ladakh.",Business,"October 12, 2025"
India pledges net zero emissions by 2070 at COP26 climate summit (Report 171),"Glasgow (PTI) - Prime Minister Narendra Modi announced at the COP26 climate summit in Glasgow that India would achieve net zero carbon emissions by 2070. He also announced that India would meet 50 percent of its energy requirements from renewable sources by 2030, increase non-fossil fuel energy capacity to 500 gigawatts by 2030, and reduce the total projected carbon emissions by one billion tonnes by the same year. The pledges were seen as significant from a major developing economy.",Environment,"December 26, 2023"
Delhi records worst air quality in three years as AQI crosses 450 (Report 172),"New Delhi (PTI) - Delhi's air quality deteriorated to its worst level in three years with the Air Quality Index crossing 450, placing it firmly in the severe plus or emergency category. Crop burning in neighbouring Punjab and Haryana combined with unfavourable meteorological conditions and vehicular and industrial emissions were blamed for the toxic smog. Schools were shut and construction activities banned. The Supreme Court summoned officials to address the annual crisis.",Environment,"January 17, 2014"
India's renewable energy capacity crosses 200 gigawatt milestone (Report 173),"New Delhi (PTI) - India's total installed renewable energy capacity crossed the 200 gigawatt milestone, according to the Ministry of New and Renewable Energy, making it the fourth largest renewable energy country in the world. Solar energy accounted for the largest share of the renewable capacity, followed by wind, hydro, and bioenergy. India has set a target of achieving 500 gigawatts of non-fossil fuel-based energy capacity by 2030.",Environment,"December 02, 2015"
Serum Institute of India emerges as world's largest vaccine manufacturer (Report 174),"Pune (PTI) - The Serum Institute of India based in Pune emerged as the world's largest vaccine manufacturer by volume, producing more than 1.5 billion doses of various vaccines annually. The institute, led by Adar Poonawalla, played a critical role in the global response to the COVID-19 pandemic by producing the Covishield vaccine under license from AstraZeneca and Oxford University. India supplied vaccines to over 100 countries through the COVAX programme.",Health,"May 05, 2018"
"India eradicates wild poliovirus, WHO certifies country polio-free (Report 175)","New Delhi (WHO) - The World Health Organisation certified India as free of wild poliovirus, a major public health milestone for a country that once accounted for the majority of global polio cases. The last case of wild poliovirus in India was recorded in January 2011. The achievement was attributed to the success of the Pulse Polio immunisation campaign which vaccinated hundreds of millions of children. India was declared polio-free by the WHO in 2014.",Health,"May 14, 2015"
AIIMS doctors perform rare heart transplant surgery on infant (Report 176),"New Delhi (PTI) - Doctors at the All India Institute of Medical Sciences in New Delhi successfully performed a rare heart transplant surgery on a six-month-old infant, one of the youngest recipients of a heart transplant in the country. The surgery lasted over eight hours and involved a team of 20 doctors and nurses. The infant, who suffered from a congenital heart defect, recovered well after the procedure. The team was led by a senior cardiac surgeon.",Health,"November 06, 2015"
India inaugurates first Vande Bharat Express semi-high-speed train (Report 177),"New Delhi (PTI) - Prime Minister Narendra Modi flagged off the first Vande Bharat Express, India's first semi-high-speed self-propelled passenger train, from the New Delhi railway station. The train, manufactured at the Integral Coach Factory in Chennai, can achieve speeds of up to 160 kilometres per hour. It operates on the New Delhi to Varanasi route. The Train 18, as it was originally called, was developed under the Make in India initiative at a fraction of the cost of imported trains.",Infrastructure,"August 23, 2016"
Mumbai-Ahmedabad bullet train project work begins (Report 178),"Ahmedabad (PTI) - Prime Minister Narendra Modi and Japanese Prime Minister Shinzo Abe jointly laid the foundation stone for the Mumbai-Ahmedabad high-speed rail corridor, India's first bullet train project. The project is being built with Japanese technical expertise and a soft loan from the Japan International Cooperation Agency. The 508-kilometre corridor will allow travel at speeds of up to 320 kilometres per hour, reducing the journey time from eight hours to around three hours.",Infrastructure,"October 08, 2017"
"Delhi Metro Phase IV receives government approval worth Rs 24,948 crore (Report 179)","New Delhi (PTI) - The Union Cabinet approved the Phase IV expansion of the Delhi Metro Rail Corporation network at an estimated cost of Rs 24,948 crore. The approved portion covers three corridors spanning a total length of 65.1 kilometres and 45 stations. The expansion aims to provide connectivity to several unserved and underserved areas of the national capital including Janakpuri West-RK Ashram Marg and Aerocity-Tughlakabad-Saket.",Infrastructure,"April 07, 2016"
"India opens Atal Tunnel, world's longest highway tunnel above 10000 feet (Report 180)","Manali (PTI) - Prime Minister Narendra Modi inaugurated the Atal Tunnel, the world's longest highway tunnel above 10,000 feet altitude, connecting the Manali valley to the Lahaul-Spiti valley in Himachal Pradesh. The 9.02-kilometre tunnel provides all-weather connectivity to the Lahaul-Spiti valley, which was previously cut off for about six months every year due to heavy snowfall. The tunnel was built by the Border Roads Organisation at a cost of Rs 3,200 crore.",Infrastructure,"May 05, 2018"
India suspends Indus Waters Treaty negotiations with Pakistan after Pahalgam attack (Report 181),New Delhi (PTI) - India announced the suspension of the Indus Waters Treaty with Pakistan and the closure of the Attari-Wagah land border crossing following the terrorist attack in Pahalgam that killed 26 tourists. The government also recalled its High Commissioner from Islamabad and ordered Pakistani diplomats in India to leave. External Affairs Minister S Jaishankar briefed the ambassadors of P5 countries and other major nations about India's decision.,International,"April 20, 2017"
India conducts Operation Ganga to evacuate citizens from Ukraine (Report 182),"New Delhi (PTI) - India launched Operation Ganga to evacuate Indian nationals, primarily students, stranded in Ukraine following Russia's military invasion. Special flights were arranged and Indian Air Force aircraft were deployed to bring back citizens from neighbouring countries where they had taken refuge. Over 20,000 Indians were evacuated. Prime Minister Modi held multiple calls with the presidents of Russia and Ukraine urging the safety of Indian nationals.",International,"March 24, 2025"
India and US sign BECA defence agreement during 2+2 dialogue (Report 183),"New Delhi (PTI) - India and the United States signed the Basic Exchange and Cooperation Agreement for Geospatial Intelligence during the third India-US 2+2 Ministerial Dialogue, completing the set of four foundational defence agreements between the two countries. The agreement enables sharing of advanced geospatial intelligence that will enhance the accuracy of automated systems and weapons. The signing was attended by the foreign and defence ministers of both countries.",International,"June 24, 2021"
India wins hosting rights for 2036 Summer Olympics (Report 184),"New Delhi (PTI) - The International Olympic Committee awarded India the right to host the 2036 Summer Olympic Games, a landmark achievement for the country which would be hosting the Games for the first time. The announcement was made by IOC President Thomas Bach. Prime Minister Narendra Modi had personally lobbied for India's candidature. Ahmedabad and other Indian cities will host the events. The Games are expected to generate massive infrastructure investment.",International,"March 22, 2019"
India signs free trade agreement with UAE boosting bilateral trade (Report 185),"New Delhi (PTI) - India and the United Arab Emirates signed a Comprehensive Economic Partnership Agreement, the first such trade deal signed by India in over a decade. The CEPA will provide duty-free access for 90 percent of Indian products to the UAE market. India aims to double bilateral trade to 100 billion dollars within five years. Commerce Minister Piyush Goyal said the agreement would create over a million jobs in India.",Business,"March 27, 2016"
SEBI cracks down on front-running cases in mutual fund industry (Report 186),"Mumbai (PTI) - The Securities and Exchange Board of India took action against fund managers and dealers in multiple asset management companies for front-running, a practice where traders use advance knowledge of pending orders to profit personally. SEBI barred several individuals from the securities market and imposed financial penalties. The regulator said it was using surveillance systems and big data analytics to detect such market manipulation.",Business,"September 27, 2020"
India opens Kartarpur Corridor allowing pilgrims visa-free access to Pakistan shrine (Report 187),Kartarpur (PTI) - Prime Minister Narendra Modi inaugurated the Kartarpur Corridor allowing Indian Sikh pilgrims to visit the Gurdwara Darbar Sahib in Pakistan's Kartarpur without a visa. The corridor was opened days ahead of the 550th birth anniversary of Guru Nanak Dev. Pakistani Prime Minister Imran Khan attended the inauguration on the Pakistan side. The corridor had been a long-standing demand of the Sikh community.,International,"April 24, 2025"
RBI launches digital rupee pilot programme (Report 188),"Mumbai (PTI) - The Reserve Bank of India launched a pilot of the Central Bank Digital Currency in the wholesale segment, marking India's entry into the world of sovereign digital currency. The e-rupee is a digital token that represents legal tender. In the retail segment pilot, select banks in select cities participated in a closed user group. The RBI said the CBDC would supplement and not replace physical cash.",Business,"November 26, 2019"
India bans export of non-basmati white rice to stabilise domestic prices (Report 189),New Delhi (PTI) - The Indian government imposed a ban on exports of non-basmati white rice with immediate effect to boost domestic availability and keep prices under control. The ban came as domestic rice prices rose sharply and the country faced the risk of food inflation. India is the world's largest rice exporter accounting for about 40 percent of global rice trade. The ban affected several Asian and African countries that depend on Indian rice imports.,Economy,"April 25, 2014"
"Supreme Court stays bulldozer demolitions, issues guidelines to states (Report 190)","New Delhi (PTI) - The Supreme Court of India stayed demolition drives being conducted by state governments against properties allegedly belonging to accused persons without following due process of law, calling the practice unconstitutional. The court said no authority could demolish a person's house merely because they were accused of a crime. It issued detailed guidelines requiring advance notice and opportunity to be heard before any demolition.",Judiciary,"March 02, 2015"
India hosts SCO summit under its rotating presidency (Report 191),"New Delhi (PTI) - India hosted the Shanghai Cooperation Organisation summit under its chairmanship in virtual format, with leaders of member countries participating remotely. Prime Minister Narendra Modi chaired the meeting. The summit adopted the New Delhi Declaration. China's President Xi Jinping and Pakistan's Prime Minister participated virtually. The meeting focused on counterterrorism, economic connectivity, and regional security.",International,"December 08, 2017"
Harnaaz Sandhu wins Miss Universe 2021 crown for India (Report 192),"Eilat (PTI) - Harnaaz Sandhu from Punjab won the Miss Universe 2021 title, becoming only the third Indian woman to be crowned Miss Universe after Sushmita Sen in 1994 and Lara Dutta in 2000. Sandhu, a model and actress, represented India at the 70th Miss Universe pageant held in Eilat, Israel. She defeated contestants from 79 other countries. Her answer on combating peer pressure and social media was particularly appreciated.",Social,"March 20, 2017"
India launches PM SVANidhi scheme to support street vendors post-COVID (Report 193),"New Delhi (PTI) - The government launched the PM Street Vendor's AtmaNirbhar Nidhi scheme to provide affordable working capital loans to street vendors whose livelihoods were adversely affected by the COVID-19 lockdowns. Under the scheme, vendors can avail loans of up to Rs 10,000 initially with the option to graduate to higher credit limits upon timely repayment. A digital platform was created for vendor registration and loan disbursement.",Social,"December 03, 2016"
India scores hat-trick of Oscars with wins at Academy Awards (Report 194),Los Angeles (PTI) - India achieved a historic moment at the Academy Awards when multiple Indian productions and professionals received Oscars in the same year. The documentary Elephant Whisperers won in the documentary short category while Naatu Naatu from the Telugu film RRR won in the original song category. MM Keeravani composed and Chandrabose wrote the lyrics. It was one of India's most successful nights at the Oscars.,Social,"December 05, 2014"
Narendra Modi sworn in as Prime Minister for third consecutive term (Report 195),"New Delhi (PTI) - Narendra Modi was sworn in as Prime Minister of India for the third consecutive time on June 9, 2024, at Rashtrapati Bhavan. President Droupadi Murmu administered the oath of office to Modi, who led the National Democratic Alliance to victory in the 2024 general elections. The NDA secured 293 seats in the 543-member Lok Sabha. Several Cabinet ministers were also sworn in during the ceremony. The swearing-in was attended by leaders from neighbouring countries including Bangladesh, Sri Lanka, Nepal, and the Maldives as part of India's neighbourhood-first foreign policy.",Politics,"April 06, 2023"
Parliament passes Women's Reservation Bill guaranteeing 33 percent seats (Report 196),"New Delhi (PTI) - The Indian Parliament passed the Constitution (One Hundred and Twenty-Eighth Amendment) Bill, 2023, commonly known as the Women's Reservation Bill, which reserves 33 percent of seats in the Lok Sabha and state legislative assemblies for women. The Rajya Sabha passed the bill with 214 votes in favour and no opposition. Prime Minister Narendra Modi called it a historic moment for Indian democracy. The law will come into effect after the next delimitation exercise.",Politics,"January 09, 2022"
Congress wins Karnataka assembly elections securing 135 seats (Report 197),"Bengaluru (PTI) - The Indian National Congress won a decisive majority in the Karnataka assembly elections, securing 135 seats in the 224-member assembly, according to the Election Commission of India. The Bharatiya Janata Party was reduced to 66 seats while the Janata Dal (Secular) won 19 seats. Congress leader Siddaramaiah was later sworn in as Chief Minister. The results marked a significant setback for the BJP which had governed the state.",Politics,"February 16, 2021"
Arvind Kejriwal arrested by Enforcement Directorate in Delhi liquor policy case (Report 198),New Delhi (PTI) - Delhi Chief Minister Arvind Kejriwal was arrested by the Enforcement Directorate on Thursday in connection with the alleged Delhi excise policy scam. This made Kejriwal the first sitting Chief Minister to be arrested in India. The ED alleged that proceeds of crime were used to fund election campaigns. The Aam Aadmi Party called the arrest politically motivated. The Delhi High Court later examined his custody conditions.,Politics,"September 12, 2021"
BJP wins Uttar Pradesh assembly elections with massive majority (Report 199),"Lucknow (PTI) - The Bharatiya Janata Party won a massive majority in the Uttar Pradesh assembly elections, securing 255 seats out of 403. The Samajwadi Party won 111 seats. Yogi Adityanath was sworn in as Chief Minister for the second term. The election result was seen as a significant endorsement of the BJP's governance in the state and a strong indicator ahead of the 2024 general elections.",Politics,"November 21, 2018"
"India elects Droupadi Murmu as 15th President, first tribal woman to hold office (Report 200)","New Delhi (PTI) - Droupadi Murmu was elected as the 15th President of India, becoming the first tribal woman and the second woman to hold the country's highest constitutional office. She defeated opposition candidate Yashwant Sinha by securing 64 percent of the total valid votes. Born in a tribal family in Odisha's Mayurbhanj district, Murmu was the former Governor of Jharkhand. She was sworn in on July 25, 2022.",Politics,"December 06, 2023"
Rahul Gandhi disqualified from Lok Sabha after conviction in defamation case (Report 201),"New Delhi (PTI) - Congress leader Rahul Gandhi was disqualified from the Lok Sabha after a Surat court convicted him in a 2019 criminal defamation case over his Modi surname remarks. The disqualification came into effect immediately after the conviction. Gandhi later appealed against the conviction in the Supreme Court, which stayed the conviction and restored his membership. The episode triggered a political controversy across the country.",Politics,"April 28, 2025"
Election Commission announces 2024 Lok Sabha election schedule across seven phases (Report 202),"New Delhi (PTI) - The Election Commission of India announced the schedule for the 18th General Elections to be held in seven phases between April 19 and June 1, 2024. The counting of votes was scheduled for June 4, 2024. The announcement set in motion the Model Code of Conduct across the country. Over 960 million voters were eligible to participate in the elections, making it the world's largest democratic exercise.",Politics,"March 11, 2016"
AAP sweeps Delhi assembly elections winning 62 of 70 seats (Report 203),"New Delhi (PTI) - The Aam Aadmi Party led by Arvind Kejriwal swept the Delhi assembly elections, winning 62 of the 70 seats. The BJP won eight seats while the Congress drew a blank for the second consecutive time. Kejriwal was sworn in as Chief Minister for the third time. The result was seen as a strong mandate for AAP's governance model focused on free electricity, water, and improvements in government schools and hospitals.",Politics,"November 22, 2019"
"TMC wins West Bengal assembly elections, Mamata Banerjee retains power (Report 204)","Kolkata (PTI) - The Trinamool Congress won the West Bengal assembly elections for the third consecutive time, securing 213 seats in the 294-seat assembly. The BJP, which had mounted an aggressive campaign, won 77 seats. Mamata Banerjee was sworn in as Chief Minister for the third term. The election was marked by violence in several districts and high voter turnout. The Supreme Court took note of post-poll violence in the state.",Politics,"November 04, 2017"
Modi government launches PM Kisan Samman Nidhi scheme for farmers (Report 205),"New Delhi (PTI) - Prime Minister Narendra Modi launched the Pradhan Mantri Kisan Samman Nidhi scheme, under which eligible farmer families would receive Rs 6,000 per year in direct income support, paid in three equal instalments. The scheme was announced in the interim budget and was made applicable to all farmer families across the country. The government said the scheme would benefit approximately 120 million farming families across India.",Politics,"November 15, 2016"
India and China agree to disengage troops from all friction points in eastern Ladakh (Report 206),"New Delhi (PTI) - India and China reached an agreement on patrolling arrangements along the Line of Actual Control in eastern Ladakh, effectively ending the over four-year military standoff that began in May 2020. The Indian Army confirmed that disengagement had been completed at the Depsang and Demchok friction points. The agreement was announced by the Ministry of External Affairs. The two countries agreed to resume normal patrolling activities.",Politics,"March 20, 2021"
Amit Shah introduces Citizenship Amendment Act in Parliament (Report 207),"New Delhi (PTI) - Home Minister Amit Shah introduced the Citizenship Amendment Bill in the Lok Sabha, which proposed to grant Indian citizenship to persecuted minorities from Pakistan, Bangladesh and Afghanistan. The bill was passed by the Lok Sabha with 311 votes in favour and 80 against. The bill excluded Muslims from its ambit, triggering widespread protests across the country particularly in the Northeast and universities.",Politics,"August 03, 2016"
Supreme Court upholds abrogation of Article 370 in Jammu and Kashmir (Report 208),"New Delhi (PTI) - The Supreme Court of India unanimously upheld the constitutional validity of the abrogation of Article 370, which had granted special status to Jammu and Kashmir. A five-judge constitution bench led by Chief Justice D Y Chandrachud also directed the Election Commission to hold assembly elections in J&K by September 30, 2024. The court said the President had the power to abrogate Article 370.",Politics,"October 21, 2018"
India's Opposition forms INDIA alliance ahead of 2024 general elections (Report 209),"Mumbai (PTI) - Twenty-six opposition parties came together to form the Indian National Developmental Inclusive Alliance, abbreviated as INDIA, to contest the 2024 general elections jointly against the ruling BJP-led NDA. The alliance was announced after a meeting in Mumbai. The member parties included the Indian National Congress, Trinamool Congress, DMK, Aam Aadmi Party, Samajwadi Party, NCP, Shiv Sena and others.",Politics,"May 04, 2017"
Pulwama terror attack kills 40 CRPF jawans in Jammu and Kashmir (Report 210),"Pulwama (PTI) - A suicide bomber rammed an explosive-laden vehicle into a CRPF convoy on the Jammu-Srinagar National Highway at Pulwama in Jammu and Kashmir, killing at least 40 paramilitary personnel and injuring several others. Pakistan-based terrorist organisation Jaish-e-Mohammed claimed responsibility for the attack. The attack triggered massive outrage across the country and led to severe strain in India-Pakistan relations. The government vowed strong action against the perpetrators.",Security,"May 11, 2016"
Indian Air Force conducts airstrikes on Balakot terror camp in Pakistan (Report 211),"New Delhi (PTI) - The Indian Air Force conducted airstrikes on a Jaish-e-Mohammed terrorist training camp in Balakot in Pakistan's Khyber Pakhtunkhwa province, in retaliation for the Pulwama terror attack. The strikes were carried out in the early hours and were described as a non-military preemptive action. Foreign Secretary Vijay Gokhale briefed ambassadors in New Delhi about the strikes. Pakistan denied any damage to the camp.",Security,"April 22, 2023"
"Uri army base attack kills 18 soldiers, India launches surgical strikes (Report 212)","Uri (PTI) - Militants attacked an Indian Army brigade headquarters at Uri in Jammu and Kashmir's Baramulla district, killing 18 soldiers and injuring 19 others in one of the deadliest attacks on the armed forces in recent years. The militants stormed the base and set fire to tents before being neutralised. Following the attack, Indian Army special forces conducted surgical strikes across the Line of Control against launch pads used by militants.",Security,"August 28, 2021"
